"ID","Bin","TaxonRelativeAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2033","Bin94",0.000163576881134133,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured bacterium"
"ASV2034","Bin18",0.000163576881134133,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Meniscus","uncultured bacterium"
"ASV2035","Bin54",0.000163576881134133,"Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","Cloacimonadaceae","LNR A2-18","uncultured bacterium"
"ASV2036","Bin57",0.000163576881134133,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","uncultured bacterium"
"ASV2037","Bin66",0.000163576881134133,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","uncultured bacterium"
"ASV2038","Bin73",0.000163576881134133,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","uncultured bacterium"
"ASV2039","Bin82",0.000163576881134133,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","uncultured bacterium"
"ASV2040","Bin72",0.000163576881134133,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","uncultured","uncultured bacterium"
"ASV2041","Bin54",0.000163576881134133,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","uncultured bacterium"
"ASV2042","Bin39",0.000163576881134133,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","uncultured bacterium"
"ASV2043","Bin7",0.000163576881134133,"Bacteria","Armatimonadota",NA,NA,NA,"uncultured","uncultured bacterium"
"ASV2044","Bin5",0.000163576881134133,"Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,"uncultured","uncultured bacterium"
"ASV2045","Bin71",5.4525627044711e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","uncultured bacterium"
"ASV2046","Bin25",0.000152191558441558,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","uncultured bacterium"
"ASV2047","Bin40",0.000152191558441558,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium"
"ASV2048","Bin30",0.000152191558441558,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured bacterium"
"ASV2049","Bin49",0.000152191558441558,"Archaea","Crenarchaeota","Bathyarchaeia",NA,NA,"uncultured","uncultured bacterium"
"ASV2050","Bin29",0.000152191558441558,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","uncultured bacterium"
"ASV2051","Bin3",0.000152191558441558,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured","uncultured bacterium"
"ASV2052","Bin82",0.000152191558441558,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","uncultured bacterium"
"ASV2053","Bin66",0.000152191558441558,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM1","uncultured bacterium"
"ASV2054","Bin82",0.000152191558441558,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","uncultured bacterium"
"ASV2055","Bin76",0.000152191558441558,"Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,"uncultured","uncultured bacterium"
"ASV2056","Bin93",0.000152191558441558,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","uncultured","uncultured bacterium"
"ASV2057","Bin108",0.000152191558441558,"Bacteria","Actinobacteriota","Actinobacteria","PeM15",NA,"uncultured","uncultured bacterium"
"ASV2058","Bin81",7.10227272727273e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","uncultured bacterium"
"ASV2091","Bin63",0.000156270929142296,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured bacterium"
"ASV2092","Bin21",0.000156270929142296,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group","uncultured","uncultured bacterium"
"ASV2093","Bin86",0.000156270929142296,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","uncultured bacterium"
"ASV2094","Bin2",0.000156270929142296,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured","uncultured bacterium"
"ASV2095","Bin71",0.000156270929142296,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","uncultured bacterium"
"ASV2096","Bin37",0.000156270929142296,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV2097","Bin35",0.000156270929142296,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured bacterium"
"ASV2098","Bin99",0.000156270929142296,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured bacterium"
"ASV2099","Bin105",0.000156270929142296,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured bacterium"
"ASV2100","Bin7",0.000156270929142296,"Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,"uncultured","uncultured bacterium"
"ASV2101","Bin32",0.000156270929142296,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14","uncultured bacterium"
"ASV2102","Bin102",0.000156270929142296,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,"uncultured","uncultured bacterium"
"ASV2103","Bin28",0.000156270929142296,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured bacterium"
"ASV2104","Bin8",0.000156270929142296,"Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,"uncultured","uncultured bacterium"
"ASV2105","Bin40",0.000156270929142296,"Bacteria","Planctomycetota","OM190",NA,NA,"uncultured","uncultured bacterium"
"ASV2106","Bin40",0.000156270929142296,"Bacteria","Planctomycetota","OM190",NA,NA,"uncultured","uncultured bacterium"
"ASV2107","Bin102",0.000156270929142296,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,"uncultured","uncultured bacterium"
"ASV2108","Bin107",0.000156270929142296,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria","uncultured bacterium"
"ASV2109","Bin31",0.000156270929142296,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,"uncultured","uncultured bacterium"
"ASV2110","Bin89",0.000152776302657214,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Prosthecomicrobium","uncultured bacterium"
"ASV2111","Bin103",0.000148116800677105,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","uncultured bacterium"
"ASV2112","Bin74",0.000148116800677105,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","uncultured bacterium"
"ASV2113","Bin91",0.000148116800677105,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","D05-2","uncultured","uncultured bacterium"
"ASV2114","Bin76",0.000148116800677105,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","uncultured bacterium"
"ASV2115","Bin87",0.000148116800677105,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","uncultured","uncultured bacterium"
"ASV2116","Bin80",0.000148116800677105,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02","uncultured bacterium"
"ASV2117","Bin5",0.000148116800677105,"Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,"uncultured","uncultured bacterium"
"ASV2118","Bin49",0.000148116800677105,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrocosmicus","uncultured bacterium"
"ASV2119","Bin8",0.000148116800677105,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,"uncultured","uncultured bacterium"
"ASV2120","Bin95",0.000148116800677105,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,"uncultured","uncultured bacterium"
"ASV2121","Bin67",0.000148116800677105,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","uncultured","uncultured bacterium"
"ASV2122","Bin40",0.000148116800677105,"Bacteria","Planctomycetota","OM190",NA,NA,"uncultured","uncultured bacterium"
"ASV2123","Bin41",0.000148116800677105,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","uncultured","uncultured bacterium"
"ASV2124","Bin34",0.000148116800677105,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"ASV2125","Bin22",0.000148116800677105,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured","uncultured bacterium"
"ASV2126","Bin12",0.000148116800677105,"Bacteria","Firmicutes","Negativicutes",NA,NA,"uncultured","uncultured bacterium"
"ASV2127","Bin12",0.000148116800677105,"Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium","uncultured bacterium"
"ASV2128","Bin108",0.000148116800677105,"Bacteria","Actinobacteriota","Actinobacteria",NA,NA,"uncultured","uncultured bacterium"
"ASV2129","Bin37",0.000148116800677105,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV2130","Bin36",0.000148116800677105,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV2131","Bin86",0.000148116800677105,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","uncultured bacterium"
"ASV2132","Bin75",0.000148116800677105,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,"uncultured","uncultured bacterium"
"ASV2133","Bin94",0.000148116800677105,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured bacterium"
"ASV2134","Bin81",0.000148116800677105,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Defluviimonas","uncultured bacterium"
"ASV2135","Bin57",0.000148116800677105,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","uncultured bacterium"
"ASV2136","Bin73",0.000151370339997166,"Bacteria","Proteobacteria","Gammaproteobacteria","Beggiatoales","Beggiatoaceae","Candidatus Allobeggiatoa","uncultured bacterium"
"ASV2137","Bin54",0.000152671755725191,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira","uncultured bacterium"
"ASV2138","Bin12",0.000152671755725191,"Bacteria","FCPU426",NA,NA,NA,"uncultured","uncultured bacterium"
"ASV2139","Bin3",0.000152671755725191,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","OLB13","uncultured bacterium"
"ASV2140","Bin82",0.000152671755725191,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured","uncultured bacterium"
"ASV2141","Bin31",0.000152671755725191,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","uncultured","uncultured bacterium"
"ASV2142","Bin12",0.000152671755725191,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","uncultured","uncultured bacterium"
"ASV2143","Bin7",0.000152671755725191,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium"
"ASV2144","Bin61",0.000152671755725191,"Bacteria","Dependentiae","Babeliae","Babeliales",NA,"uncultured","uncultured bacterium"
"ASV2145","Bin18",0.000152671755725191,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus","uncultured bacterium"
"ASV2146","Bin62",0.000152671755725191,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","uncultured","uncultured bacterium"
"ASV2147","Bin33",0.000152671755725191,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"ASV2148","Bin91",0.000152671755725191,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Pleomorphomonas","uncultured bacterium"
"ASV2149","Bin15",0.000152671755725191,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales",NA,"uncultured","uncultured bacterium"
"ASV2150","Bin94",0.000152671755725191,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","uncultured bacterium"
"ASV2151","Bin11",0.000152671755725191,"Bacteria","Elusimicrobiota","Lineage IIb",NA,NA,"uncultured","uncultured bacterium"
"ASV2152","Bin15",0.000152671755725191,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","BSV40","uncultured","uncultured bacterium"
"ASV2153","Bin19",0.000152671755725191,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","uncultured","uncultured bacterium"
"ASV2154","Bin95",0.000152671755725191,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,"uncultured","uncultured bacterium"
"ASV2155","Bin54",0.000152671755725191,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","uncultured bacterium"
"ASV2156","Bin71",0.000152671755725191,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter","uncultured bacterium"
"ASV2157","Bin18",0.000152671755725191,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus","uncultured bacterium"
"ASV2158","Bin98",0.000152671755725191,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured bacterium"
"ASV2159","Bin8",0.000152671755725191,"Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,"uncultured","uncultured bacterium"
"ASV2160","Bin38",0.000152671755725191,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"ASV2161","Bin89",0.000152671755725191,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323","uncultured","uncultured bacterium"
"ASV2162","Bin26",0.000152671755725191,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured bacterium"
"ASV2163","Bin65",0.000152671755725191,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","uncultured bacterium"
"ASV2164","Bin94",0.000152671755725191,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","uncultured bacterium"
"ASV2165","Bin77",0.000152671755725191,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum","uncultured bacterium"
"ASV2166","Bin5",0.000152671755725191,"Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,"uncultured","uncultured bacterium"
"ASV2167","Bin42",0.000152671755725191,"Bacteria","Planctomycetota","vadinHA49",NA,NA,"uncultured","uncultured bacterium"
"ASV2168","Bin47",0.000142045454545455,"Bacteria","Acidobacteriota","Blastocatellia","DS-100",NA,"uncultured","uncultured bacterium"
"ASV2169","Bin82",0.000142045454545455,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","uncultured bacterium"
"ASV2170","Bin84",0.000142045454545455,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"ASV2171","Bin16",0.000142045454545455,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured bacterium"
"ASV2172","Bin78",0.000142045454545455,"Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","uncultured bacterium"
"ASV2173","Bin97",0.000142045454545455,"Bacteria","Proteobacteria",NA,NA,NA,"uncultured","uncultured bacterium"
"ASV2174","Bin27",0.000142045454545455,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas","uncultured bacterium"
"ASV2175","Bin66",0.000142045454545455,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Leeiaceae","Leeia","uncultured bacterium"
"ASV2208","Bin24",0.000145108719917846,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13","uncultured","uncultured bacterium"
"ASV2209","Bin17",0.000145108719917846,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia","uncultured bacterium"
"ASV2210","Bin91",0.000145108719917846,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Pleomorphomonas","uncultured bacterium"
"ASV2211","Bin66",0.000145108719917846,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","uncultured","uncultured bacterium"
"ASV2212","Bin19",0.000145108719917846,"Bacteria","Bacteroidota","OC31",NA,NA,"uncultured","uncultured bacterium"
"ASV2213","Bin94",0.000145108719917846,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","uncultured bacterium"
"ASV2214","Bin58",0.000145108719917846,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","HN-HF0106","uncultured bacterium"
"ASV2215","Bin38",0.000145108719917846,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","uncultured bacterium"
"ASV2216","Bin103",0.000145108719917846,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured","uncultured bacterium"
"ASV2217","Bin23",0.000145108719917846,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","uncultured","uncultured bacterium"
"ASV2218","Bin97",0.000145108719917846,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Captivus","uncultured bacterium"
"ASV2219","Bin106",0.000145108719917846,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured","uncultured bacterium"
"ASV2220","Bin104",0.000145108719917846,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured","uncultured bacterium"
"ASV2221","Bin49",0.000145108719917846,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","uncultured","uncultured bacterium"
"ASV2222","Bin76",0.000145108719917846,"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,"uncultured","uncultured bacterium"
"ASV2223","Bin47",0.000145108719917846,"Bacteria","Acidobacteriota","Blastocatellia","DS-100",NA,"uncultured","uncultured bacterium"
"ASV2224","Bin16",0.000145108719917846,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured bacterium"
"ASV2225","Bin41",0.000141614093432765,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured bacterium"
"ASV2226","Bin24",6.69732553466982e-05,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,"uncultured","uncultured bacterium"
"ASV2227","Bin103",0.000137537029200169,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured","uncultured bacterium"
"ASV2228","Bin99",0.000137537029200169,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured bacterium"
"ASV2229","Bin99",0.000137537029200169,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","uncultured","uncultured bacterium"
"ASV2230","Bin45",0.000137537029200169,"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,"uncultured","uncultured bacterium"
"ASV2231","Bin24",0.000137537029200169,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","uncultured bacterium"
"ASV2232","Bin96",0.000137537029200169,"Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,"uncultured","uncultured bacterium"
"ASV2233","Bin36",0.000137537029200169,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV2234","Bin36",0.000137537029200169,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV2235","Bin87",0.000137537029200169,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","uncultured bacterium"
"ASV2236","Bin37",0.000137537029200169,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"ASV2237","Bin30",0.000137537029200169,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured bacterium"
"ASV2238","Bin87",0.000137537029200169,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","uncultured bacterium"
"ASV2239","Bin81",0.000137537029200169,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Defluviimonas","uncultured bacterium"
"ASV2240","Bin89",0.000137537029200169,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia","uncultured bacterium"
"ASV2241","Bin83",0.000137537029200169,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055","uncultured bacterium"
"ASV2242","Bin76",0.000137537029200169,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","uncultured bacterium"
"ASV2243","Bin104",0.000137537029200169,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured","uncultured bacterium"
"ASV2244","Bin108",0.000137537029200169,"Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","uncultured","uncultured bacterium"
"ASV2245","Bin102",0.000137537029200169,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,"uncultured","uncultured bacterium"
"ASV2246","Bin102",0.000137537029200169,"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,"uncultured","uncultured bacterium"
"ASV2247","Bin7",0.000137537029200169,"Bacteria","Chloroflexi","TK10",NA,NA,"uncultured","uncultured bacterium"
"ASV2248","Bin34",0.000137537029200169,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured bacterium"
"ASV2249","Bin61",0.000137537029200169,"Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536",NA,"uncultured","uncultured bacterium"
"ASV2250","Bin22",0.000135368691296008,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","M2PB4-65 termite group","uncultured","uncultured bacterium"
"ASV2251","Bin67",0.000141766630316249,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured","uncultured bacterium"
"ASV2252","Bin3",0.000141766630316249,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured","uncultured bacterium"
"ASV2253","Bin39",0.000141766630316249,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","uncultured bacterium"
"ASV2254","Bin19",0.000141766630316249,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","uncultured","uncultured bacterium"
"ASV2255","Bin100",0.000141766630316249,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium"
"ASV2256","Bin97",0.000141766630316249,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,"uncultured","uncultured bacterium"
"ASV2257","Bin45",0.000141766630316249,"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,"uncultured","uncultured bacterium"
"ASV2258","Bin48",0.000141766630316249,"Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales",NA,"uncultured","uncultured bacterium"
"ASV2259","Bin57",0.000141766630316249,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 13","uncultured bacterium"
"ASV2260","Bin56",0.000141766630316249,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium"
"ASV2261","Bin12",0.000141766630316249,"Bacteria","Firmicutes",NA,NA,NA,"uncultured","uncultured bacterium"
"ASV2262","Bin14",0.000141766630316249,"Bacteria","Bacteroidota","Ignavibacteria","SJA-28",NA,"uncultured","uncultured bacterium"
"ASV2263","Bin18",0.000141766630316249,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured","uncultured bacterium"
"ASV2264","Bin29",0.000141766630316249,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","uncultured bacterium"
"ASV2265","Bin103",0.000141766630316249,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured","uncultured bacterium"
"ASV2266","Bin28",0.000141766630316249,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured bacterium"
"ASV2267","Bin49",0.000141766630316249,"Bacteria","Margulisbacteria",NA,NA,NA,"uncultured","uncultured bacterium"
"ASV2268","Bin43",0.000141766630316249,"Bacteria","Acidobacteriota","Acidobacteriae","GOUTB8",NA,"uncultured","uncultured bacterium"
"ASV2269","Bin8",0.000141766630316249,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"ASV2270","Bin67",0.000141766630316249,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured","uncultured bacterium"
"ASV2271","Bin65",0.000141766630316249,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured bacterium"
"ASV2272","Bin10",0.000141766630316249,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1","uncultured bacterium"
"ASV2273","Bin94",0.000131899350649351,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","uncultured bacterium"
"ASV2274","Bin40",0.000131899350649351,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium"
"ASV2275","Bin54",0.000131899350649351,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","M2PT2-76 termite group","uncultured bacterium"
"ASV2276","Bin68",0.000131899350649351,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium"
